percentage,mean_1RM,std_1RM,mean_RPE,std_RPE
10,35.689655172413794,7.2855211024325595,0.4,0.2070196678027063
20,67.28813559322033,33.20939358564268,1.4361581920903954,0.5214659610081579
30,67.28813559322033,33.20939358564268,1.8361581920903953,0.8197113812130229
40,67.28813559322033,33.20939358564268,3.012669063516521,1.2253710876064896
50,67.28813559322033,33.20939358564268,4.180437853107345,1.3820275511730733
60,67.28813559322033,33.20939358564268,5.260269448066058,1.3110872052462539
70,67.28813559322033,33.20939358564268,6.411809891961543,1.5069323913575399
80,67.28813559322033,33.20939358564268,8.171148209506818,1.038945191317472
90,35.689655172413794,7.2855211024325595,8.9375,1.1170352980738154
